From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
4J6E	Q9A716	reviewed	LPXI_CAUVC	UDP-2,3-diacylglucosamine pyrophosphatase LpxI (EC 3.6.1.54) (UDP-2,3-diacylglucosamine hydrolase LpxI)	lpxI CC_1910	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	280
4J6E	A0A0H3C8Q1	unreviewed	A0A0H3C8Q1_CAUVN	UDP-2,3-diacylglucosamine pyrophosphatase LpxI	lpxI CCNA_01987	Caulobacter vibrioides (strain NA1000 / CB15N) (Caulobacter crescentus)	280
4OGE	J3F2B0	reviewed	CAS9_ACTNH	CRISPR-associated endonuclease Cas9 (EC 3.1.-.-) (AnaCas9)	cas9 HMPREF1129_2620	Actinomyces naeslundii (strain ATCC 12104 / DSM 43013 / CCUG 2238 / JCM 8349 / NCTC 10301 / Howell 279)	1101
1Z9L	Q9Z270	reviewed	VAPA_RAT	Vesicle-associated membrane protein-associated protein A (VAMP-A) (VAMP-associated protein A) (VAP-A) (33 kDa VAMP-associated protein) (VAP-33)	Vapa Vap33	Rattus norvegicus (Rat)	249
2HD9	O58764	reviewed	Y1033_PYRHO	UPF0310 protein PH1033	PH1033	Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3)	145
2GWM	P21454	reviewed	SPVB_SALTM	Mono(ADP-ribosyl)transferase SpvB (mADPRT) (mART) (EC 2.4.2.31) (65 kDa virulence protein) (NAD(+)--arginine ADP-ribosyltransferase) (Toxin SpvB)	spvB mkaA	Salmonella typhimurium	591
1OI7	P09143	reviewed	SUCD_THETH	Succinate--CoA ligase [GDP-forming] subunit alpha (EC 6.2.1.4) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD scsA	Thermus thermophilus	288
2P6W	Q89399	unreviewed	Q89399_PBCV1	UDP-Glucose glycosyltransferase	A064R	Paramecium bursaria Chlorella virus 1 (PBCV-1)	638
4N4J	Q1PX48	reviewed	HAO_KUEST	Hydroxylamine oxidoreductase (EC 1.7.2.9)	hao hao_3 hox H3C64_04740 KsCSTR_43280 KSMBR1_2670 kustc1061	Kuenenia stuttgartiensis	536
3K93	Q0I4G3	unreviewed	Q0I4G3_HISS1	Translocation protein TolB	HS_1420	Histophilus somni (strain 129Pt) (Haemophilus somnus)	222
4K7B	B6ZHE7	unreviewed	B6ZHE7_9STRA	Extrinsic protein in photosystem II	psb31	Chaetoceros gracilis	179
4ATE	D7GXG0	reviewed	PORA_ZOBGA	Beta-porphyranase A (EC 3.2.1.178)	porA zobellia_2600	Zobellia galactanivorans (strain DSM 12802 / CCUG 47099 / CIP 106680 / NCIMB 13871 / Dsij)	510
2EHG	F9VN79	reviewed	RNH_SULTO	Ribonuclease HI (RNase HI) (Sto-RNase HI) (EC 3.1.26.4)	rnhA STK_07530	Sulfurisphaera tokodaii (strain DSM 16993 / JCM 10545 / NBRC 100140 / 7) (Sulfolobus tokodaii)	149
1ESC	P22266	reviewed	ESTA_STRSC	Esterase (EC 3.1.1.-)	estA	Streptomyces scabiei	345
3ZSJ	P17931	reviewed	LEG3_HUMAN	Galectin-3 (Gal-3) (35 kDa lectin) (Carbohydrate-binding protein 35) (CBP 35) (Galactose-specific lectin 3) (Galactoside-binding protein) (GALBP) (IgE-binding protein) (L-31) (Laminin-binding protein) (Lectin L-29) (Mac-2 antigen)	LGALS3 MAC2	Homo sapiens (Human)	250
5T76	P49588	reviewed	SYAC_HUMAN	Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Renal carcinoma antigen NY-REN-42)	AARS1 AARS	Homo sapiens (Human)	968
3H4C	Q257B3	reviewed	TF2B_TRYBB	Transcription initiation factor IIB (Transcription factor TFIIB-like) (TFIIB-like) (TbTFIIB)	tf2b	Trypanosoma brucei brucei	345
4BB9	Q14397	reviewed	GCKR_HUMAN	Glucokinase regulatory protein (GKRP) (Glucokinase regulator)	GCKR	Homo sapiens (Human)	625
4IE5	Q9C0B1	reviewed	FTO_HUMAN	Alpha-ketoglutarate-dependent dioxygenase FTO (Fat mass and obesity-associated protein) (U6 small nuclear RNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (EC 1.14.11.-) (U6 small nuclear RNA N(6)-methyladenosine-demethylase FTO) (EC 1.14.11.-) (mRNA (2'-O-methyladenosine-N(6)-)-demethylase FTO) (m6A(m)-demethylase FTO) (EC 1.14.11.-) (mRNA N(6)-methyladenosine demethylase FTO) (EC 1.14.11.53) (tRNA N1-methyl adenine demethylase FTO) (EC 1.14.11.-)	FTO KIAA1752	Homo sapiens (Human)	505
2Z0X	Q5SHN1	unreviewed	Q5SHN1_THET8	YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein	TTHA1699	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	158
3HFI	A0A0H2VBL3	unreviewed	A0A0H2VBL3_ECOL6	Putative regulator	c4276	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	251
6CGK	Q5ZWI4	unreviewed	Q5ZWI4_LEGPH	DrrA phosphatidylinositol 4-phosphate binding domain-containing protein	lpg1101	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	322
3D1P	Q12305	reviewed	RDL1_YEAST	Thiosulfate:glutathione sulfurtransferase (TST) (EC 2.8.1.-) (Rhodanese-like protein 1)	RDL1 YOR285W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	139
4CVO	Q03468	reviewed	ERCC6_HUMAN	DNA excision repair protein ERCC-6 (EC 3.6.4.-) (ATP-dependent helicase ERCC6) (Cockayne syndrome protein CSB)	ERCC6 CSB	Homo sapiens (Human)	1493
1Q3I	D2WKD8	reviewed	AT1A2_PIG	Sodium/potassium-transporting ATPase subunit alpha-2 (Na(+)/K(+) ATPase alpha-2 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-2)	ATP1A2	Sus scrofa (Pig)	1020
6GNA	Q97EM8	unreviewed	Q97EM8_CLOAB	Thioredoxin reductase	CA_C3082	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	285
3SQZ	Q8DUI5	unreviewed	Q8DUI5_STRMU	Hydroxymethylglutaryl-CoA synthase (EC 2.3.3.10)	SMU_943c	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	391
4RXV	Q5ZWY9	unreviewed	Q5ZWY9_LEGPH	DUF5617 domain-containing protein	lpg0944	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	391
4ETN	P39155	reviewed	PAP_BACSU	Protein-arginine-phosphatase (PAP) (EC 3.9.1.2) (Phosphoarginine phosphatase)	ywlE BSU36930 ipc-31d	Bacillus subtilis (strain 168)	150
1Q8C	P47273	reviewed	Y027_MYCGE	Uncharacterized protein MG027	MG027	Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) (Mycoplasmoides genitalium)	151
5ULB	A1JTX8	unreviewed	A1JTX8_YERE8	Sugar ABC transporter	YE2787	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	363
2QSV	Q7MX90	unreviewed	Q7MX90_PORGI	DUF1573 domain-containing protein	PG_0320	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	362
5GQW	B1WPM8	unreviewed	B1WPM8_CROS5	1,4-alpha-glucan branching enzyme GlgB (EC 2.4.1.18) (1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase) (Alpha-(1->4)-glucan branching enzyme) (Glycogen branching enzyme) (BE)	glgB glgB1 cce_2248	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	773
2F7B	P07774	reviewed	CATM_ACIAD	HTH-type transcriptional regulator CatM (Cat operon transcriptional regulator)	catM catR ACIAD1445	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	303
2B8M	Q58174	reviewed	Y764_METJA	Uncharacterized protein MJ0764	MJ0764	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	116
4M51	A6Q234	reviewed	MQNX_NITSB	Aminodeoxyfutalosine deaminase (AFL deaminase) (Aminofutalosine deaminase) (EC 3.5.4.40)	NIS_0429	Nitratiruptor sp. (strain SB155-2)	405
2PY6	Q1GXX6	unreviewed	Q1GXX6_METFK	Methyltransferase FkbM	Mfla_2648	Methylobacillus flagellatus (strain KT / ATCC 51484 / DSM 6875)	408
4O7K	P29772	reviewed	OSA_SHIFL	Protein osa	osa	Shigella flexneri	189
4U89	O33336	reviewed	PPTT_MYCTU	4'-phosphopantetheinyl transferase PptT (PPTase) (EC 2.7.8.7)	pptT Rv2794c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	227
3NDQ	P23193	reviewed	TCEA1_HUMAN	Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)	TCEA1 GTF2S TFIIS	Homo sapiens (Human)	301
4WIQ	Q62165	reviewed	DAG1_MOUSE	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1) [Cleaved into: Alpha-dystroglycan (Alpha-DG); Beta-dystroglycan (Beta-DG)]	Dag1	Mus musculus (Mouse)	893
3RPZ	P94368	reviewed	NNRD_BACSU	ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase)	nnrD yxkO BSU38720	Bacillus subtilis (strain 168)	276
5YXM	Q9XHH2	reviewed	DNAL1_CHLRE	Dynein axonemal light chain 1 (DNAL1) (Flagellar outer arm dynein light chain 1) (ODA-LC protein LC1)	LC1 CHLREDRAFT_186669	Chlamydomonas reinhardtii (Chlamydomonas smithii)	198
4PZJ	C8WJY2	unreviewed	C8WJY2_EGGLE	Transcriptional regulator, LysR family	Elen_0221	Eggerthella lenta (strain ATCC 25559 / DSM 2243 / CCUG 17323 / JCM 9979 / KCTC 3265 / NCTC 11813 / VPI 0255 / 1899 B) (Eubacterium lentum)	291
1XD7	P71036	reviewed	YWNA_BACSU	Putative HTH-type transcriptional regulator YwnA	ywnA BSU36630	Bacillus subtilis (strain 168)	133
3FZ4	Q8DSV8	unreviewed	Q8DSV8_STRMU	Arsenate reductase	SMU_1651	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	117
6OU2	Q99972	reviewed	MYOC_HUMAN	Myocilin (Myocilin 55 kDa subunit) (Trabecular meshwork-induced glucocorticoid response protein) [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]	MYOC GLC1A TIGR	Homo sapiens (Human)	504
5TSQ	A4H9Q9	unreviewed	A4H9Q9_LEIBR	Nonspecific nucleoside hydrolasewith=GeneDB:LmjF18.1580	LBRM_18_1610	Leishmania braziliensis	313
3MCX	Q8A577	unreviewed	Q8A577_BACTN	SusD homolog	BT_2365	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	497
3ODP	A0Q2D8	unreviewed	A0Q2D8_CLONN	Predicted phosphosugar isomerase	NT01CX_0292	Clostridium novyi (strain NT)	392
3GX8	Q02784	reviewed	GLRX5_YEAST	Monothiol glutaredoxin-5, mitochondrial	GRX5 YPL059W LPE13W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	150
6HYO	O75385	reviewed	ULK1_HUMAN	Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1)	ULK1 KIAA0722	Homo sapiens (Human)	1050
6HYO	O95166	reviewed	GBRAP_HUMAN	Gamma-aminobutyric acid receptor-associated protein (GABA(A) receptor-associated protein) (MM46)	GABARAP FLC3B HT004	Homo sapiens (Human)	117
6ECT	Q8RJY2	unreviewed	Q8RJY2_STIAU	StiE protein	stiE	Stigmatella aurantiaca	1937
5B68	Q8NNA7	unreviewed	Q8NNA7_CORGL	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme)	Cgl2297	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	706
4S39	Q5SLI8	reviewed	ISPG_THET8	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG TTHA0305	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	406
4C1O	A0A067XG64	unreviewed	A0A067XG64_PARTM	Beta-xylosidase (EC 3.2.1.37)		Parageobacillus thermoglucosidasius (Geobacillus thermoglucosidasius)	707
1YLE	P80357	reviewed	ASTA_PSEAE	Arginine N-succinyltransferase subunit alpha (ARUAI) (EC 2.3.1.109) (AOST) (AST)	astA aruF PA0896	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	338
2GWD	O23736	reviewed	GSH1_BRAJU	Glutamate--cysteine ligase, chloroplastic (EC 6.3.2.2) (Gamma-ECS) (GCS) (Gamma-glutamylcysteine synthetase)	GSH1 ECS1	Brassica juncea (Indian mustard) (Sinapis juncea)	514
4ES1	Q9KFX8	reviewed	CAS2_HALH5	CRISPR-associated endonuclease Cas2 (EC 3.1.-.-)	cas2 BH0342	Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans)	96
4FDW	A7LUR6	unreviewed	A7LUR6_BACO1	Bacterial group 3 Ig-like protein	BACOVA_01565	Bacteroides ovatus (strain ATCC 8483 / DSM 1896 / JCM 5824 / BCRC 10623 / CCUG 4943 / NCTC 11153)	428
1ZCE	A9CHJ4	unreviewed	A9CHJ4_AGRFC	EVE domain-containing protein	Atu2648	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	147
2AXC	Q47112	reviewed	CEA7_ECOLX	Colicin-E7 (EC 3.1.-.-)	colE7 cea	Escherichia coli	576
2W2R	P08325	reviewed	MATRX_VSNJO	Matrix protein	M	Vesicular stomatitis New Jersey virus (strain Ogden subtype Concan) (VSNJV)	229
5WXX	Q9RNB4	unreviewed	Q9RNB4_MICA7	McyF (McyF protein)	mcyF IPF_371	Microcystis aeruginosa (strain PCC 7806)	251
4GAK	D2QU30	unreviewed	D2QU30_SPILD	Acyl-ACP thioesterase	Slin_6353	Spirosoma linguale (strain ATCC 33905 / DSM 74 / LMG 10896 / Claus 1)	247
4Q4G	O53168	reviewed	RIPA_MYCTU	Peptidoglycan endopeptidase RipA (EC 3.4.-.-) (Macrophage invasion and intracellular persistence protein A) (Resuscitation-promoting factor interaction partner A) (Rpf-interacting protein A)	ripA Rv1477	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472
2JJQ	Q9UZR7	reviewed	ATRMA_PYRAB	tRNA (uracil(54)-C(5))-methyltransferase (EC 2.1.1.35) (PabTrmU54) (tRNA(m5U54)-methyltransferase) (RUMT)	PYRAB10780 PAB0719	Pyrococcus abyssi (strain GE5 / Orsay)	405
2BBR	Q98325	reviewed	CFLA_MCV1	Viral CASP8 and FADD-like apoptosis regulator (v-CFLAR) (Viral FLICE-inhibitory protein) (v-FLIP)	MC159L H-H2.2	Molluscum contagiosum virus subtype 1 (MOCV) (MCVI)	241
5EMI	B2J2S4	unreviewed	B2J2S4_NOSP7	Cell wall hydrolase/autolysin (EC 3.5.1.28)	Npun_F1846	Nostoc punctiforme (strain ATCC 29133 / PCC 73102)	616
6DLG	Q9ES52	reviewed	SHIP1_MOUSE	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 (EC 3.1.3.86) (Inositol polyphosphate-5-phosphatase D) (EC 3.1.3.56) (Inositol polyphosphate-5-phosphatase of 145 kDa) (SIP-145) (Phosphatidylinositol-4,5-bisphosphate 5-phosphatase) (EC 3.1.3.36) (SH2 domain-containing inositol 5'-phosphatase 1) (SH2 domain-containing inositol phosphatase 1) (SHIP-1) (p150Ship)	Inpp5d 7a33 Ship Ship1	Mus musculus (Mouse)	1191
6HFO	O95801	reviewed	TTC4_HUMAN	Tetratricopeptide repeat protein 4 (TPR repeat protein 4)	TTC4 My044	Homo sapiens (Human)	387
4IM6	Q9C000	reviewed	NLRP1_HUMAN	NACHT, LRR and PYD domains-containing protein 1 (EC 3.4.-.-) (EC 3.6.4.-) (Caspase recruitment domain-containing protein 7) (Death effector filament-forming ced-4-like apoptosis protein) (Nucleotide-binding domain and caspase recruitment domain) [Cleaved into: NACHT, LRR and PYD domains-containing protein 1, C-terminus (NLRP1-CT); NACHT, LRR and PYD domains-containing protein 1, N-terminus (NLRP1-NT)]	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1	Homo sapiens (Human)	1473
1K3I	P0CS93	reviewed	GAOA_GIBZA	Galactose oxidase (GAO) (GO) (GOase) (EC 1.1.3.9)	GAOA	Gibberella zeae (Wheat head blight fungus) (Fusarium graminearum)	680
3DR5	Q8NRD3	unreviewed	Q8NRD3_CORGL	Methyltransferase	Cgl1119	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	213
3U66	D3GU40	unreviewed	D3GU40_ECO44	Type VI secretion protein	EC042_4527	Escherichia coli O44:H18 (strain 042 / EAEC)	217
4Z8Z	A3DBP6	unreviewed	A3DBP6_ACET2	Alpha/beta hydrolase	Cthe_0134	Acetivibrio thermocellus (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	323
3H74	F9UM74	unreviewed	F9UM74_LACPL	pyridoxal kinase (EC 2.7.1.35)	pdxK lp_0863	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	272
4GWG	P52209	reviewed	6PGD_HUMAN	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	PGD PGDH	Homo sapiens (Human)	483
2DWK	Q9D394	reviewed	RUFY3_MOUSE	Protein RUFY3 (Rap2-interacting protein x) (RIPx) (Single axon-regulated protein 1) (Singar1)	Rufy3 D5Bwg0860e Ripx	Mus musculus (Mouse)	469
6Q10	B2HM00	unreviewed	B2HM00_MYCMM	Conserved hypothetical secreted protein	MMAR_2014	Mycobacterium marinum (strain ATCC BAA-535 / M)	217
4NTD	E2PZ87	unreviewed	E2PZ87_STRCL	Thioredoxin reductase	SCLAV_5275	Streptomyces clavuligerus	354
1I2T	O95071	reviewed	UBR5_HUMAN	E3 ubiquitin-protein ligase UBR5 (EC 2.3.2.26) (E3 ubiquitin-protein ligase, HECT domain-containing 1) (HECT-type E3 ubiquitin transferase UBR5) (Hyperplastic discs protein homolog) (hHYD) (Progestin-induced protein)	UBR5 EDD EDD1 HYD KIAA0896	Homo sapiens (Human)	2799
1VHN	Q9WXV1	unreviewed	Q9WXV1_THEMA	tRNA-dihydrouridine synthase (EC 1.3.1.-)	TM_0096	Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8)	306
1VBW	Q7M1Q1	unreviewed	Q7M1Q1_MOMCH	Trypsin inhibitor BGIT		Momordica charantia (Bitter gourd) (Balsam pear)	68
5W5P	A0A1J0MGR2	unreviewed	A0A1J0MGR2_9CAUD	Tail fiber protein		Acinetobacter phage AM24	848
1EU1	Q57366	reviewed	DSTOR_CERSP	Dimethyl sulfoxide/trimethylamine N-oxide reductase (DMSO reductase) (DMSOR) (Me2SO reductase) (TMAOR) (EC 1.7.2.3) (EC 1.8.5.3)	dmsA dsrA	Cereibacter sphaeroides (Rhodobacter sphaeroides)	822
2VOV	G1UBC6	unreviewed	G1UBC6_METCA	Surface-associated protein	mopE MCA2589	Methylococcus capsulatus (strain ATCC 33009 / NCIMB 11132 / Bath)	540
6B3V	Q9H999	reviewed	PANK3_HUMAN	Pantothenate kinase 3 (hPanK3) (EC 2.7.1.33) (Pantothenic acid kinase 3)	PANK3	Homo sapiens (Human)	370
6ER1	Q24478	reviewed	CP190_DROME	Centrosome-associated zinc finger protein Cp190 (Centrosomal protein 190kD) (Microtubule associated protein 190kD) (dMAP190) (Protein enhancer of mod(mdg4)4-1)	Cp190 E(mod)4-1 CG6384	Drosophila melanogaster (Fruit fly)	1096
1QG8	P39621	reviewed	SPSA_BACSU	Spore coat polysaccharide biosynthesis protein SpsA	spsA BSU37910 ipa-63d	Bacillus subtilis (strain 168)	256
6FJN	A4ZKM1	unreviewed	A4ZKM1_9ADEN	Fiber		Human adenovirus 26	374
2FSQ	A9CKP4	unreviewed	A9CKP4_AGRFC	DUF1868 domain-containing protein	Atu0111	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	239
4R9I	C0J8G7	unreviewed	C0J8G7_BOMMO	Serpin-18	100272183	Bombyx mori (Silk moth)	392
4WT3	Q9SR19	reviewed	RAF2_ARATH	Rubisco accumulation factor 1.2, chloroplastic	RAF1.2 At3g04550 F7O18.2	Arabidopsis thaliana (Mouse-ear cress)	449
2FKK	P10928	reviewed	BP10_BPT4	Baseplate wedge protein gp10 (Gene product 10) (gp10)	10	Enterobacteria phage T4 (Bacteriophage T4)	602
4PS6	Q9HXB1	reviewed	IVY_PSEAE	Inhibitor of vertebrate lysozyme	ivy PA3902	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	153
4TMD	A0R3F3	unreviewed	A0R3F3_MYCS2	DUF5642 domain-containing protein	MSMEG_5452	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	225
3IM3	P00514	reviewed	KAP0_BOVIN	cAMP-dependent protein kinase type I-alpha regulatory subunit [Cleaved into: cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed]	PRKAR1A	Bos taurus (Bovine)	380
2O7R	Q0ZPV7	reviewed	CXE1_ACTER	Carboxylesterase 1 (AeCXE1) (EC 3.1.1.1)	CXE1	Actinidia eriantha (Velvet vine) (Actinidia fulvicoma var. lanata)	335
3HMS	P14210	reviewed	HGF_HUMAN	Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain]	HGF HPTA	Homo sapiens (Human)	728
4X5P	P08191	reviewed	FIMH_ECOLI	Type 1 fimbrin D-mannose specific adhesin (Protein FimH)	fimH b4320 JW4283	Escherichia coli (strain K12)	300
2I5V	P0CL66	reviewed	OSPA_BORBU	Outer surface protein A	ospA BB_A15	Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) (Borrelia burgdorferi)	273
5A35	P0DN69	reviewed	GCVHL_STRPG	Glycine cleavage system H-like protein (GcvH-L)	SpyM50867	Streptococcus pyogenes serotype M5 (strain Manfredo)	110
5A35	Q1JGN4	unreviewed	Q1JGN4_STRPD	Glycine cleavage system H protein	MGAS10270_Spy1045	Streptococcus pyogenes serotype M2 (strain MGAS10270)	110
4Q38	Q70AY4	unreviewed	Q70AY4_ACTTI	Acyltransferase	tcp24 FHX34_108182	Actinoplanes teichomyceticus	323
3FM0	O76071	reviewed	CIAO1_HUMAN	Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39)	CIAO1 CIA1 WDR39	Homo sapiens (Human)	339
3QNM	Q8A5G8	unreviewed	Q8A5G8_BACTN	Haloacid dehalogenase-like hydrolase	BT_2271	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	230
4BK7	P15494	reviewed	BEV1A_BETPN	Major pollen allergen Bet v 1-A (Allergen Bet v I-A) (allergen Bet v 1-A)	BETVIA BETVI	Betula pendula (European white birch) (Betula verrucosa)	160
2A0B	P0AEC3	reviewed	ARCB_ECOLI	Aerobic respiration control sensor protein ArcB (EC 2.7.13.3)	arcB b3210 JW5536	Escherichia coli (strain K12)	778
2XJP	P38894	reviewed	FLO5_YEAST	Flocculation protein FLO5 (Flocculin-5)	FLO5 YHR211W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1075
3HMP	P33981	reviewed	TTK_HUMAN	Dual specificity protein kinase TTK (EC 2.7.12.1) (Phosphotyrosine picked threonine-protein kinase) (PYT)	TTK MPS1 MPS1L1	Homo sapiens (Human)	857
4LB8	Q8A2T3	unreviewed	Q8A2T3_BACTN	DUF4848 domain-containing protein	BT_3222	Bacteroides thetaiotaomicron (strain ATCC 29148 / DSM 2079 / JCM 5827 / CCUG 10774 / NCTC 10582 / VPI-5482 / E50)	310
2Y6U	Q12405	reviewed	LPX1_YEAST	Peroxisomal membrane protein LPX1 (EC 3.1.1.-) (Lipase of peroxisomes protein 1)	LPX1 YOR084W YOR3120W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387
6HZG	A0A4V8GZY5	unreviewed	A0A4V8GZY5_9BACT	BPa0997 (BPa0997 N-ter E361S)		Phocaeicola paurosaccharolyticus	893
1Z0P	Q99YR7	unreviewed	Q99YR7_STRP1	Aldose 1-epimerase	SPy_1572	Streptococcus pyogenes serotype M1	84
6ENX	Q6DHI5	reviewed	SIR5_DANRE	NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5)	sirt5 si:ch211-121a2.1	Danio rerio (Zebrafish) (Brachydanio rerio)	305
4MAA	Q4KAF7	unreviewed	Q4KAF7_PSEF5	Putative branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	PFL_3674	Pseudomonas fluorescens (strain ATCC BAA-477 / NRRL B-23932 / Pf-5)	400
5TF3	A0A2U2GWH2	unreviewed	A0A2U2GWH2_YERPE	Membrane protein	yicN YPO2654	Yersinia pestis	149
5J8J	P53973	reviewed	HDA1_YEAST	Histone deacetylase HDA1 (EC 3.5.1.98)	HDA1 YNL021W N2819	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	706
3FD3	A9CJQ0	unreviewed	A9CJQ0_AGRFC	Transcriptional regulator, LysR family	Atu0928	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	301
3B6E	Q9BYX4	reviewed	IFIH1_HUMAN	Interferon-induced helicase C domain-containing protein 1 (EC 3.6.4.13) (Clinically amyopathic dermatomyositis autoantigen 140 kDa) (CADM-140 autoantigen) (Helicase with 2 CARD domains) (Helicard) (Interferon-induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (MDA-5) (Murabutide down-regulated protein) (RIG-I-like receptor 2) (RLR-2) (RNA helicase-DEAD box protein 116)	IFIH1 MDA5 RH116	Homo sapiens (Human)	1025
5EPE	Q3SJX0	unreviewed	Q3SJX0_THIDA	Methyltransferase domain-containing protein	Tbd_1076	Thiobacillus denitrificans (strain ATCC 25259)	248
6E6C	P01112	reviewed	RASH_HUMAN	GTPase HRas (EC 3.6.5.2) (H-Ras-1) (Ha-Ras) (Transforming protein p21) (c-H-ras) (p21ras) [Cleaved into: GTPase HRas, N-terminally processed]	HRAS HRAS1	Homo sapiens (Human)	189
