Uniprot_ID,PDB_ID,Species,Tax_ID,Type,Expression,Tissue_Expressed
O58863,1ixl-A,PYROCOCCUS HORIKOSHII,53953.0,,,
P50086,1ixv-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9UVD4,1izc-A,MACROPHOMA COMMELINAE,108330.0,,,
P44882,1izm-A,HAEMOPHILUS INFLUENZAE,727.0,,,
P84143,1j1t-A,ALTEROMONAS SP.,262966.0,,,
Q8TZH8,1j24-A,PYROCOCCUS FURIOSUS,186497.0,,,
Q84BR1,1j27-A,THERMUS THERMOPHILUS,300852.0,,,
Q9UJY5,1j2j-B,MUS MUSCULUS,10090.0,soluble,179.3,testis
P00741,1j34-C,TRIMERESURUS FLAVOVIRIDIS,88087.0,,,
O59300,1j3a-A,PYROCOCCUS HORIKOSHII,53953.0,,,
Q9X9L0,1j3w-B,THERMUS THERMOPHILUS,300852.0,,,
Q9X0H1,1j5u-A,THERMOTOGA MARITIMA,2336.0,,,
Q9WY59,1j5w-B,THERMOTOGA MARITIMA,2336.0,,,
Q9X1T8,1j5y-A,THERMOTOGA MARITIMA,2336.0,,,
Q9WYA6,1j6r-B,THERMOTOGA MARITIMA,2336.0,,,
Q9RGD9,1j77-A,NEISSERIA MENINGITIDIS,487.0,,,
Q15819,1j7d-A,HOMO SAPIENS,9606.0,soluble,60.8,liver
Q7SZI7,1j7x-A,XENOPUS LAEVIS,8355.0,,,
P94622,1j83-A,CLOSTRIDIUM CELLULOVORANS,1493.0,,,
P44711,1j8b-A,HAEMOPHILUS INFLUENZAE RD,71421.0,,,
O34667,1j98-A,BACILLUS SUBTILIS,1423.0,,,
Q91086,1jad-B,MELEAGRIS GALLOPAVO,9103.0,,,
O29370,1jay-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
P25896,1jb0-A,SYNECHOCOCCUS ELONGATUS,32046.0,,,
P20452,1jb0-D,SYNECHOCOCCUS ELONGATUS,32046.0,,,
P25898,1jb0-E,SYNECHOCOCCUS ELONGATUS,32046.0,,,
P25899,1jb0-F,SYNECHOCOCCUS ELONGATUS,32046.0,,,
P25901,1jb0-J,SYNECHOCOCCUS ELONGATUS,32046.0,,,
P20453,1jb0-K,SYNECHOCOCCUS ELONGATUS,32046.0,,,
P25903,1jb0-M,SYNECHOCOCCUS ELONGATUS,32046.0,,,
None,1jb0-X,,,,,
Q90685,1jb3-A,GALLUS GALLUS,9031.0,,,
P29549,1jb7-A,STERKIELLA NOVA,200597.0,,,
P16458,1jb7-B,STERKIELLA NOVA,200597.0,,,
P69776,1jcd-A,ESCHERICHIA COLI,562.0,,,
P50440,1jdw-A,HOMO SAPIENS,9606.0,,2935.3,pancreas
P03696,1je5-B,ENTEROBACTERIA PHAGE T7,10760.0,,,
P12956,1jey-A,HOMO SAPIENS,9606.0,soluble,273.0,skeletal muscle
P13010,1jey-B,HOMO SAPIENS,9606.0,aggregator,176.8,thymus
P02216,1jf3-A,GLYCERA DIBRANCHIATA,6350.0,,,
P23295,1jfb-A,FUSARIUM OXYSPORUM,5507.0,,,
P43221,1jfu-B,BRADYRHIZOBIUM JAPONICUM,375.0,,,
Q8TZR3,1jg1-A,PYROCOCCUS FURIOSUS,2261.0,,,
O04147,1jh6-B,ARABIDOPSIS THALIANA,3702.0,,,
P0A7C2,1jhc-A,ESCHERICHIA COLI,562.0,,,
Q9UM13,1jhj-A,HOMO SAPIENS,9606.0,,19.0,testis
P47123,1jhs-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P41212,1ji7-C,HOMO SAPIENS,9606.0,,40.9,bone marrow
P09132,1jid-A,HOMO SAPIENS,9606.0,soluble,79.2,bone marrow
P04547,1jix-A,ENTEROBACTERIA PHAGE T4,10665.0,,,
P0A6M4,1jke-B,ESCHERICHIA COLI,562.0,,,
P0A7Y4,1jl1-A,ESCHERICHIA COLI,562.0,,,
P17778,1jl5-A,YERSINIA PESTIS,632.0,,,
Q71QF2,1jly-A,AMARANTHUS CAUDATUS,3567.0,,,
Q53766,1jm1-A,SULFOLOBUS ACIDOCALDARIUS,2285.0,,,
Q08787,1jmk-C,BACILLUS SUBTILIS,1423.0,,,
P44880,1jmv-A,HAEMOPHILUS INFLUENZAE,727.0,,,
P44654,1jni-A,HAEMOPHILUS INFLUENZAE,727.0,,,
O28603,1jnr-A,ARCHAEOGLOBUS FULGIDUS DSM 4304,224325.0,,,
P71376,1jo0-B,HAEMOPHILUS INFLUENZAE,727.0,,,
P38677,1jof-C,NEUROSPORA CRASSA,5141.0,,,
P43934,1jog-D,HAEMOPHILUS INFLUENZAE,727.0,,,
P45141,1jos-A,HAEMOPHILUS INFLUENZAE,727.0,,,
Q9RP27,1jov-A,HAEMOPHILUS INFLUENZAE,727.0,,,
P28630,1jql-B,ESCHERICHIA COLI,562.0,,,
P10746,1jr2-B,HOMO SAPIENS,9606.0,soluble,83.8,skeletal muscle
P76621,1jr7-A,ESCHERICHIA COLI,562.0,,,
O61363,1js8-B,OCTOPUS DOFLEINI,6644.0,,,
P46527,1jsu-C,HOMO SAPIENS,9606.0,,91.2,white matter
None,1ju2-A,,,,,
Q7SIC2,1juh-D,ASPERGILLUS JAPONICUS,34381.0,,,
P04382,1juv-A,ENTEROBACTERIA PHAGE T4,10665.0,,,
P12282,1jw9-B,ESCHERICHIA COLI,562.0,,,
P54300,1jx6-A,VIBRIO HARVEYI,669.0,,,
Q9NUW8,1jy1-A,HOMO SAPIENS,9606.0,aggregator,28.3,thymus
P02676,1jy2-R,BOS TAURUS,9913.0,,,
P12799,1jy2-S,BOS TAURUS,9913.0,,,
P31491,1jya-B,YERSINIA PSEUDOTUBERCULOSIS,633.0,,,
P03023,1jye-A,ESCHERICHIA COLI,562.0,,,
P33012,1jyh-A,ESCHERICHIA COLI,562.0,,,
Q97QE9,1jyk-A,STREPTOCOCCUS PNEUMONIAE,1313.0,,,
O85300,1jyo-D,SALMONELLA TYPHIMURIUM,602.0,,,
P74873,1jyo-E,SALMONELLA TYPHIMURIUM,602.0,,,
P00722,1jz8-C,ESCHERICHIA COLI,562.0,,,
P40165,1jzt-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P11274,1k1f-F,HOMO SAPIENS,9606.0,soluble,65.7,basal ganglia
O32462,1k1x-B,THERMOCOCCUS LITORALIS,2265.0,,,
P96086,1k32-F,THERMOPLASMA ACIDOPHILUM,2303.0,,,
O30917,1k3s-A,SALMONELLA ENTERICA,28901.0,,,
P50465,1k3x-A,ESCHERICHIA COLI,562.0,,,
Q8TG90,1k4i-A,MAGNAPORTHE GRISEA,148305.0,,,
P52007,1k4n-A,ESCHERICHIA COLI,562.0,,,
P79074,1k5c-A,CHONDROSTEREUM PURPUREUM,58369.0,,,
P03989,1k5n-A,HOMO SAPIENS,9606.0,,,
P61769,1k5n-B,HOMO SAPIENS,9606.0,,9311.8,lymph node
P0ABH9,1k6k-A,ESCHERICHIA COLI,562.0,,,
Q46891,1k77-A,ESCHERICHIA COLI,562.0,,,
None,1k7c-A,,,,,
P45847,1k7j-A,ESCHERICHIA COLI,562.0,,,
P24058,1k7w-C,ANAS PLATYRHYNCHOS,8839.0,,,
Q58CQ2,1k8k-C,BOS TAURUS,9913.0,,,
Q3MHR7,1k8k-D,BOS TAURUS,9913.0,,,
Q3T035,1k8k-E,BOS TAURUS,9913.0,,,
Q148J6,1k8k-F,BOS TAURUS,9913.0,,,
Q3SYX9,1k8k-G,BOS TAURUS,9913.0,,,
P06703,1k8u-A,HOMO SAPIENS,9606.0,,3867.5,urinary bladder
P60340,1k8w-A,ESCHERICHIA COLI,562.0,,,
P32179,1ka1-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q7SIC0,1ka9-H,THERMUS THERMOPHILUS,274.0,,,
P06988,1kae-A,ESCHERICHIA COLI,562.0,,,
P22915,1kaf-C,ENTEROBACTERIA PHAGE T4,10665.0,,,
Q10423,1kcf-A,SCHIZOSACCHAROMYCES POMBE,4896.0,,,
P53810,1kcm-A,MUS MUSCULUS,10090.0,,,
Q01738,1kdg-A,PHANEROCHAETE CHRYSOSPORIUM,5306.0,,,
Q15796,1khx-A,HOMO SAPIENS,9606.0,soluble,75.7,thyroid gland
P63284,1khy-C,ESCHERICHIA COLI,562.0,,,
O26871,1kjn-A,METHANOTHERMOBACTER THERMAUTOTROPHICUS,145262.0,,,
P33221,1kjq-A,ESCHERICHIA COLI,562.0,,,
O66145,1kko-B,CITROBACTER AMALONATICUS,35703.0,,,
O25103,1klx-A,HELICOBACTER PYLORI,210.0,,,
P13036,1kmo-A,ESCHERICHIA COLI K12,83333.0,,,
P52565,1kmt-B,HOMO SAPIENS,9606.0,soluble,274.5,adipose tissue
P30960,1kng-A,BRADYRHIZOBIUM JAPONICUM,375.0,,,
P05057,1kny-B,STAPHYLOCOCCUS AUREUS,1280.0,,,
Q9S1H5,1ko7-A,STAPHYLOCOCCUS XYLOSUS,1288.0,,,
P39061,1koe-A,MUS MUSCULUS,10090.0,,,
P46154,1kol-A,PSEUDOMONAS PUTIDA,303.0,,,
Q11195,1kpg-C,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q9WYQ4,1kq3-A,THERMOTOGA MARITIMA,2336.0,,,
P14598,1kq6-A,HOMO SAPIENS,9606.0,,97.5,spleen
P24183,1kqf-A,ESCHERICHIA COLI,562.0,,,
P24185,1kqf-C,ESCHERICHIA COLI,562.0,,,
P08164,1kqp-B,BACILLUS SUBTILIS,1423.0,,,
Q9EZJ8,1ku3-A,THERMUS AQUATICUS,271.0,,,
P19972,1kve-B,PICHIA FARINOSA,4920.0,,,
P19972,1kve-C,PICHIA FARINOSA,4920.0,,,
P17256,1kvk-A,RATTUS NORVEGICUS,10116.0,,,
O14936,1kwa-A,HOMO SAPIENS,9606.0,,32.1,duodenum
P02774,1kxp-D,ORYCTOLAGUS CUNICULUS,9986.0,,8260.1,liver
P17427,1kyf-A,MUS MUSCULUS,10090.0,,,
P15807,1kyq-C,SACCHAROMYCES CEREVISIAE,4932.0,,,
P54656,1kzf-A,PANTOEA STEWARTII SUBSP. STEWARTII,66271.0,,,
P13664,1kzq-A,TOXOPLASMA GONDII,5811.0,,,
Q12888,1kzy-C,HOMO SAPIENS,9606.0,soluble,26.3,hypothalamus
Q9GTP0,1l0s-B,CHORISTONEURA FUMIFERANA,7141.0,,,
Q59490,1l1l-D,LACTOBACILLUS LEICHMANNII,28039.0,,,
P0ABA0,1l2p-A,ESCHERICHIA COLI,562.0,,,
P08008,1l2w-L,YERSINIA PSEUDOTUBERCULOSIS,633.0,,,
P09651,1l3k-A,HOMO SAPIENS,9606.0,soluble,1410.2,ovary
P33905,1l3l-C,AGROBACTERIUM TUMEFACIENS,358.0,,,
Q40963,1l3p-A,PHLEUM PRATENSE,15957.0,,,
P00779,1l4d-B,HOMO SAPIENS,9606.0,,,
P36655,1l6p-A,ESCHERICHIA COLI,562.0,,,
Q9HLQ2,1l6r-B,THERMOPLASMA ACIDOPHILUM,2303.0,,,
P94388,1l7a-A,BACILLUS SUBTILIS,1423.0,,,
P58301,1l8d-A,PYROCOCCUS FURIOSUS,2261.0,,,
O06878,1l8w-A,BORRELIELLA BURGDORFERI,139.0,,,
P22749,1l9l-A,HOMO SAPIENS,9606.0,,288.7,bone marrow
Q92820,1l9x-C,HOMO SAPIENS,9606.0,soluble,188.6,liver
Q9Y4K3,1lb6-A,HOMO SAPIENS,9606.0,soluble,23.3,bone marrow
P16622,1lbq-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
P46844,1lc0-A,RATTUS NORVEGICUS,10116.0,,,
P97084,1lc5-A,SALMONELLA ENTERICA,28901.0,,,
O85672,1lf6-B,THERMOANAEROBACTERIUM THERMOSACCHAROLYTICUM,1517.0,,,
P07360,1lf7-A,HOMO SAPIENS,9606.0,,564.4,liver
O67517,1lfp-A,AQUIFEX AEOLICUS,63363.0,,,
P45494,1lfw-A,LACTOBACILLUS DELBRUECKII,29397.0,,,
P03536,1lj2-A,SIMIAN ROTAVIRUS A/SA11,10923.0,,,
O08355,1lj8-A,PSEUDOMONAS FLUORESCENS,294.0,,,
P97155,1lmi-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
P08148,1lml-A,LEISHMANIA MAJOR,5664.0,,,
Q9UKL6,1ln1-A,HOMO SAPIENS,9606.0,soluble,98.0,liver
P22346,1lns-A,LACTOCOCCUS LACTIS,1358.0,,,
P56653,1lo7-A,PSEUDOMONAS SP. CBS3,72586.0,,,
Q53908,1lq9-A,STREPTOMYCES COELICOLOR,100226.0,,,
O05783,1lqt-B,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
Q9UNN8,1lqv-A,HOMO SAPIENS,9606.0,,126.8,adipose tissue
P50600,1lr0-A,PSEUDOMONAS AERUGINOSA,287.0,,,
P13689,1lr5-B,ZEA MAYS,4577.0,,,
P0A0A5,1lrz-A,STAPHYLOCOCCUS AUREUS,1280.0,,,
O07347,1ls1-A,THERMUS AQUATICUS,271.0,,,
Q91062,1lsh-A,ICHTHYOMYZON UNICUSPIS,30308.0,,,
Q91062,1lsh-B,ICHTHYOMYZON UNICUSPIS,30308.0,,,
P0A618,1lu4-A,MYCOBACTERIUM TUBERCULOSIS,1773.0,,,
P55818,1lua-B,METHYLOBACTERIUM EXTORQUENS,272630.0,,,
P07740,1luc-A,VIBRIO HARVEYI,669.0,,,
P18378,1luz-B,VACCINIA VIRUS,10254.0,,,
P0AAI3,1lv7-A,ESCHERICHIA COLI,562.0,,,
Q9Z4W2,1lwb-A,STREPTOMYCES VIOLACEORUBER,1935.0,,,
P35195,1lxj-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P06855,1ly1-A,ENTEROBACTERIA PHAGE T4,10665.0,,,
O06441,1lzl-A,RHODOCOCCUS SP.,1831.0,,,
P02945,1m0k-A,HALOBACTERIUM SALINARUM,2242.0,,,
Q08220,1m0w-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
P51541,1m15-A,LIMULUS POLYPHEMUS,6850.0,,,
Q9NSA3,1m1e-B,MUS MUSCULUS,10090.0,,434.9,skin
P13976,1m1f-A,ESCHERICHIA COLI,562.0,,,
Q8EDL6,1m1q-A,SHEWANELLA ONEIDENSIS MR-1,211586.0,,,
Q23246,1m1s-A,CAENORHABDITIS ELEGANS,6239.0,,,
Q9R8E3,1m1z-B,STREPTOMYCES CLAVULIGERUS,1901.0,,,
Q8RJN5,1m22-A,STENOTROPHOMONAS MALTOPHILIA,40324.0,,,
P96060,1m32-D,SALMONELLA TYPHIMURIUM,602.0,,,
P30328,1m3y-C,PARAMECIUM BURSARIA CHLORELLA VIRUS 1,10506.0,,,
P19524,1m46-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
P0A5N0,1m4i-B,MYCOBACTERIUM TUBERCULOSIS,83332.0,,,
Q91YR1,1m4j-B,MUS MUSCULUS,10090.0,,,
Q13253,1m4u-A,HOMO SAPIENS,9606.0,,10.6,placenta
Q9YJC1,1m55-A,ADENO-ASSOCIATED VIRUS - 5,82300.0,,,
Q8KRK5,1m56-D,RHODOBACTER SPHAEROIDES,1063.0,,,
P25054,1m5i-A,HOMO SAPIENS,9606.0,soluble,52.8,hippocampal formation
Q8ZVU2,1m5q-O,PYROBACULUM AEROPHILUM,13773.0,,,
Q9X266,1m6s-C,THERMOTOGA MARITIMA,2336.0,,,
Q9WZX6,1m6y-B,THERMOTOGA MARITIMA,2336.0,,,
Q52369,1m70-D,PSEUDOMONAS STUTZERI,316.0,,,
P37173,1m9z-A,HOMO SAPIENS,9606.0,,230.0,adipose tissue
O74023,1mgt-A,THERMOCOCCUS KODAKARENSIS,69014.0,,,
P29617,1mij-A,DROSOPHILA MELANOGASTER,7227.0,,,
P54939,1mix-A,GALLUS GALLUS,9031.0,,,
P20701,1mjn-A,HOMO SAPIENS,9606.0,,64.9,spleen
P54562,1mk4-B,BACILLUS SUBTILIS,1423.0,,,
O41925,1mkf-B,MURID HERPESVIRUS 4,33708.0,,,
P15692,1mkk-B,HOMO SAPIENS,9606.0,,270.9,thyroid gland
P03332,1mn8-C,MOLONEY MURINE LEUKEMIA VIRUS,11801.0,,,
P38830,1mnn-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P04395,1mpg-A,ESCHERICHIA COLI,562.0,,,
P50870,1mr7-A,ENTEROCOCCUS FAECIUM,1352.0,,,
Q9WZW1,1mrz-A,THERMOTOGA MARITIMA,2336.0,,,
Q26964,1ms9-A,TRYPANOSOMA CRUZI,5693.0,,,
P03612,1msc-A,ENTEROBACTERIO PHAGE MS2,12022.0,,,
P00573,1msw-D,ENTEROBACTERIA PHAGE T7,10760.0,,,
P18798,1mty-C,METHYLOCOCCUS CAPSULATUS STR. BATH,243233.0,,,
P22869,1mty-E,METHYLOCOCCUS CAPSULATUS STR. BATH,243233.0,,,
P96084,1mtz-A,THERMOPLASMA ACIDOPHILUM,2303.0,,,
P17802,1mun-A,ESCHERICHIA COLI,562.0,,,
Q46731,1mus-A,ESCHERICHIA COLI,562.0,,,
P18534,1mvf-D,CAMELUS DROMEDARIUS,9838.0,,,
Q9SWE5,1mvl-A,ARABIDOPSIS THALIANA,3702.0,,,
O86237,1mww-B,HAEMOPHILUS INFLUENZAE,727.0,,,
Q63450,1mxe-F,DROSOPHILA MELANOGASTER,7227.0,,,
Q04207,1my7-B,MUS MUSCULUS,10090.0,,,
Q9R0G6,1mz9-E,MUS MUSCULUS,10090.0,,,
O74866,1n08-B,SCHIZOSACCHAROMYCES POMBE,4896.0,,,
P08407,1n12-C,ESCHERICHIA COLI,562.0,,,
Q57764,1n13-E,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
Q57764,1n13-L,METHANOCALDOCOCCUS JANNASCHII,2190.0,,,
O87949,1n1c-B,SHEWANELLA MASSILIA,76854.0,,,
Q9UHD0,1n1f-A,HOMO SAPIENS,9606.0,,20.0,cervix
P17378,1n35-A,MAMMALIAN ORTHOREOVIRUS 3,10886.0,,,
P54577,1n3l-A,HOMO SAPIENS,9606.0,soluble,85.6,pancreas
P11881,1n4k-A,MUS MUSCULUS,10090.0,,,
P31658,1n57-A,ESCHERICHIA COLI,562.0,,,
P02768,1n5u-A,HOMO SAPIENS,9606.0,,212494.0,liver
P19921,1n62-A,OLIGOTROPHA CARBOXIDOVORANS,504832.0,,,
P19920,1n62-C,OLIGOTROPHA CARBOXIDOVORANS,504832.0,,,
P19919,1n62-E,OLIGOTROPHA CARBOXIDOVORANS,504832.0,,,
Q53653,1n67-A,STAPHYLOCOCCUS AUREUS,1280.0,,,
Q9Y6J0,1n6j-G,HOMO SAPIENS,9606.0,aggregator,50.3,thyroid gland
Q47764,1n71-B,ENTEROCOCCUS FAECIUM,1352.0,,,
Q9Y948,1n7k-B,AEROPYRUM PERNIX,56636.0,,,
P60881,1n7s-C,RATTUS NORVEGICUS,10116.0,,,
P27378,1n7v-A,ENTEROBACTERIA PHAGE PRD1,10658.0,,,
P19062,1n7z-A,ENTEROBACTERIA PHAGE T4,10665.0,,,
Q8IEU2,1n81-A,PLASMODIUM FALCIPARUM,36329.0,,,
Q9NG96,1n8v-B,MAMESTRA BRASSICAE,55057.0,,,
Q01552,1n93-X,BORNA DISEASE VIRUS,12455.0,,,
P63250,1n9p-A,MUS MUSCULUS,10090.0,,,
None,1na6-A,,,,,
Q48423,1nbw-D,KLEBSIELLA PNEUMONIAE,573.0,,,
Q9X0F9,1nc7-D,THERMOTOGA MARITIMA,2336.0,,,
Q9HIL9,1ne2-B,THERMOPLASMA ACIDOPHILUM,2303.0,,,
P79345,1nep-A,BOS TAURUS,9913.0,,,
P54464,1ng6-A,BACILLUS SUBTILIS,1423.0,,,
P13835,1nh1-A,PSEUDOMONAS SYRINGAE,317.0,,,
P32773,1nh2-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
P32774,1nh2-C,SACCHAROMYCES CEREVISIAE,4932.0,,,
P32773,1nh2-D,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9HIT9,1nig-A,THERMOPLASMA ACIDOPHILUM,2303.0,,,
P24203,1nij-A,ESCHERICHIA COLI,562.0,,,
O31858,1njh-A,BACILLUS SUBTILIS,1423.0,,,
Q04299,1njr-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q00019,1nkg-A,ASPERGILLUS ACULEATUS,5053.0,,,
Q9Y286,1nko-A,HOMO SAPIENS,9606.0,,19.2,spleen
P43626,1nkr-A,HOMO SAPIENS,9606.0,,2.0,spleen
P26789,1nkz-E,RHODOBLASTUS ACIDOPHILUS,1074.0,,,
P26790,1nkz-F,RHODOBLASTUS ACIDOPHILUS,1074.0,,,
P20356,1nlf-A,ESCHERICHIA COLI,562.0,,,
Q27415,1nlq-B,DROSOPHILA MELANOGASTER,7227.0,,,
P35755,1nnf-A,HAEMOPHILUS INFLUENZAE,727.0,,,
Q8U1C6,1nnw-B,PYROCOCCUS FURIOSUS,2261.0,,,
P52083,1nnx-A,ESCHERICHIA COLI,562.0,,,
P07686,1np0-B,HOMO SAPIENS,9606.0,,321.4,epididymis
P32125,1np6-A,ESCHERICHIA COLI,562.0,,,
P80645,1nqk-A,ESCHERICHIA COLI,562.0,,,
Q9RV46,1nqz-A,DEINOCOCCUS RADIODURANS,1299.0,,,
Q11176,1nr0-A,CAENORHABDITIS ELEGANS,6239.0,,,
P32916,1nrj-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P36057,1nrj-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9ZB17,1nsz-A,LACTOCOCCUS LACTIS,1358.0,,,
O30642,1nth-A,METHANOSARCINA BARKERI,2208.0,,,
P97318,1ntv-A,MUS MUSCULUS,10090.0,,,
P0A8I1,1nu0-A,ESCHERICHIA COLI,562.0,,,
Q846V4,1nu7-H,HOMO SAPIENS,9606.0,,,
P0A9M5,1nul-A,ESCHERICHIA COLI,562.0,,,
Q96T66,1nuu-A,HOMO SAPIENS,9606.0,,50.1,white matter
P00636,1nuy-A,SUS SCROFA,9823.0,,,
Q9WYV8,1nv8-B,THERMOTOGA MARITIMA,2336.0,,,
Q8GIQ0,1nxm-A,STREPTOCOCCUS SUIS,1307.0,,,
P37672,1nxu-B,ESCHERICHIA COLI,562.0,,,
Q7A189,1nyc-A,STAPHYLOCOCCUS AUREUS SUBSP. AUREUS,196620.0,,,
Q9X1H4,1nz0-C,THERMOTOGA MARITIMA,2336.0,,,
Q9Y3D6,1nzn-A,HOMO SAPIENS,9606.0,soluble,475.6,skeletal muscle
Q9X2D6,1o13-A,THERMOTOGA MARITIMA,2336.0,,,
Q9X0P2,1o1y-A,THERMOTOGA MARITIMA,2336.0,,,
Q9WZX8,1o22-A,THERMOTOGA MARITIMA,2336.0,,,
O29664,1o4w-A,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
Q9X033,1o50-A,THERMOTOGA MARITIMA,2336.0,,,
P37551,1o57-B,BACILLUS SUBTILIS,1423.0,,,
P25335,1o59-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q9X0Q3,1o5l-A,THERMOTOGA MARITIMA,2336.0,,,
Q9X0J6,1o5u-A,THERMOTOGA MARITIMA,2336.0,,,
P32157,1o65-A,ESCHERICHIA COLI,562.0,,,
Q9JZW6,1o66-D,NEISSERIA MENINGITIDIS SEROGROUP B,491.0,,,
Q9S5Y7,1o69-A,CAMPYLOBACTER JEJUNI,197.0,,,
Q9WZU8,1o6d-A,THERMOTOGA MARITIMA,2336.0,,,
P29723,1o75-B,TREPONEMA PALLIDUM,160.0,,,
Q9Z1P0,1o7f-A,MUS MUSCULUS,10090.0,,,
Q97W73,1o7i-A,SULFOLOBUS SOLFATARICUS,273057.0,,,
P11073,1o88-A,ERWINIA CHRYSANTHEMI,556.0,,,
O96438,1o8x-A,CRITHIDIA FASCICULATA,5656.0,,,
Q9X519,1o98-A,BACILLUS STEAROTHERMOPHILUS,1422.0,,,
Q9F5K5,1o9g-A,STREPTOMYCES VIRIDOCHROMOGENES,1938.0,,,
O85094,1o9y-A,PSEUDOMONAS SYRINGAE,317.0,,,
P54253,1oa8-B,HOMO SAPIENS,9606.0,,14.8,tongue
Q9UBU9,1oai-A,HOMO SAPIENS,9606.0,aggregator,204.6,bone marrow
P27988,1oao-C,MOORELLA THERMOACETICA,1525.0,,,
O33830,1obb-A,THERMOTOGA MARITIMA,243274.0,,,
Q38160,1ocy-A,BACTERIOPHAGE T4,10665.0,,,
Q93AQ5,1od3-A,CLOSTRIDIUM STERCORARIUM,1510.0,,,
P42938,1odf-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
P05326,1odm-A,EMERICELLA NIDULANS,162425.0,,,
P19878,1oey-B,HOMO SAPIENS,9606.0,,191.9,bone marrow
Q15080,1oey-J,HOMO SAPIENS,9606.0,,180.2,bone marrow
P32449,1of8-B,SACCHAROMYCES CEREVISIAE,4932.0,,,
Q46079,1ofl-A,PEDOBACTER HEPARINUS,984.0,,,
Q9HZJ8,1ofu-Y,PSEUDOMONAS AERUGINOSA,287.0,,,
P48845,1ogo-X,PENICILLIUM MINIOLUTEUM,28574.0,,,
P58822,1ogq-A,PHASEOLUS VULGARIS,3885.0,,,
P07445,1oh0-B,PSEUDOMONAS PUTIDA,303.0,,,
P22340,1oh2-Q,SALMONELLA TYPHIMURIUM,90371.0,,,
Q9RIK9,1oh4-A,THERMOTOGA MARITIMA,243274.0,,,
P41958,1ohu-B,CAENORHABDITIS ELEGANS,6239.0,,,
O28085,1oi0-D,ARCHAEOGLOBUS FULGIDUS,2234.0,,,
P76015,1oi2-A,ESCHERICHIA COLI,562.0,,,
P04786,1ois-A,SACCHAROMYCES CEREVISIAE,4932.0,,,
O61202,1oj5-A,MUS MUSCULUS,10090.0,,,
Q8YNP7,1ojh-H,ANABAENA SP. PCC 7120,103690.0,,,
P08174,1ok3-B,HOMO SAPIENS,9606.0,soluble,224.1,lung
P02722,1okc-A,BOS TAURUS,9913.0,,,
P03422,1oks-A,MEASLES VIRUS,11234.0,,,
P32131,1olt-A,ESCHERICHIA COLI,83333.0,,,
Q92854,1olz-B,HOMO SAPIENS,9606.0,,260.2,white matter
Q9ES89,1omz-B,MUS MUSCULUS,10090.0,,,
P54512,1on2-B,BACILLUS SUBTILIS,1423.0,,,
P39377,1onw-A,ESCHERICHIA COLI,562.0,,,
P49028,1oo0-A,DROSOPHILA MELANOGASTER,7227.0,,,
Q9V535,1oo0-B,DROSOPHILA MELANOGASTER,7227.0,,,
Q9XVJ3,1ooe-B,CAENORHABDITIS ELEGANS,6239.0,,,
O31524,1oq1-D,BACILLUS SUBTILIS,1423.0,,,
Q9Y692,1oqj-A,HOMO SAPIENS,9606.0,soluble,13.6,bone marrow
O07621,1or4-B,BACILLUS SUBTILIS,1423.0,,,
Q9YDF8,1ors-C,MUS MUSCULUS,10090.0,,,
O32079,1oru-B,BACILLUS SUBTILIS,1423.0,,,
P80412,1osy-B,FLAMMULINA VELUTIPES,38945.0,,,
P76079,1otk-A,ESCHERICHIA COLI,83333.0,,,
P45206,1ou8-B,HAEMOPHILUS INFLUENZAE,727.0,,,
P93114,1ouw-B,CALYSTEGIA SEPIUM,47519.0,,,
Q9KSX6,1ov9-B,VIBRIO CHOLERAE,666.0,,,
Q96T58,1ow1-A,HOMO SAPIENS,9606.0,aggregator,23.2,bone marrow
Q8MTC1,1ow4-B,LEUCOPHAEA MADERAE,6988.0,,,
P05655,1oyg-A,BACILLUS SUBTILIS,1423.0,,,
Q9Y468,1oz2-A,HOMO SAPIENS,9606.0,,16.7,pituitary gland
O67367,1oz9-A,AQUIFEX AEOLICUS,63363.0,,,
P84022,1ozj-B,HOMO SAPIENS,9606.0,soluble,55.0,skeletal muscle
